C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7554
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7558
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7560
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7563
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7567
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7569
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7572
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7576
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7578
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7581
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7585
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7587
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7590
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7594
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7596
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7599
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7603
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7605
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7608
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7612
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7614
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7617
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7621
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7623
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7626
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7630
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7632
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7635
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7639
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7641
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7644
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7648
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7650
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7653
